x_shift,intercept,x,x^2,x^3,x^4,degree,laser energy,gate delay
550.0,0,0,0,0,0,0,20,2600
550.0,308.9913801467382,-0.13712234773124646,-0.007509743596736668,2.0695668093893877e-06,4.147187619255874e-08,4,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,190.1975679006507,0.1302614729929073,-0.004988676775587767,1.5859528890827773e-07,2.8214485419519196e-08,4,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,266.7848633463051,0.5962609409900604,-0.008172041916384803,-3.7075214910477496e-06,4.9139820187614e-08,4,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,237.59727742775388,0.21405442228408778,-0.005774002394581682,-1.5570680253051451e-06,3.338859390267977e-08,4,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,183.45461009312731,0.37911859661469105,-0.006920318944523402,-2.450706103717923e-06,4.399569019423196e-08,4,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,203.3994203684116,0.03562954559823625,-0.006004229942857587,6.233202416064816e-07,3.8767149700756376e-08,4,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,238.27305578404048,0.15050266463481013,-0.005475203843357193,-1.5853307773504447e-07,2.945857847056858e-08,4,20,2600
550.0,200.92700169219478,0.474872025398174,-0.006805371491786369,-2.708276556761991e-06,4.205827838083556e-08,4,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,0,20,2600
