x_shift,intercept,x,x^2,x^3,degree,laser energy,gate delay
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,144.03890278005008,-0.16306329805603675,-0.00132134024346937,3.0125057980753673e-06,3,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,173.42430025202557,-0.2611378359248751,-0.0018786665844937433,3.498967807639824e-06,3,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,199.2434796506657,-0.26684612074475045,-0.0020309793225952236,3.472470270600301e-06,3,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,106.41505952304804,-0.2021312806027552,-0.0009761844574539439,2.8705836077573627e-06,3,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,186.38083464439146,-0.7063151573528845,-0.0015137094552631015,7.304096236652954e-06,3,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2600
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,200.06933399711178,-0.3013638207208622,-0.0018283595134560957,3.6956442208227897e-06,3,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,97.54961453077463,-0.1832850033369185,-0.0009038551803810448,3.147275306759043e-06,3,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,169.33719051304135,-0.5090437184841964,-0.0018720005318975338,5.627592896183703e-06,3,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,159.70753909664012,-0.2356618852445996,-0.0017497623724238545,3.036178831119243e-06,3,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
550.0,0,0,0,0,0,20,2300
