,ElemSymbol,AtNum,Charge,Wavelength,IntIlab,Aki,Ei,Ek,gi,gk,IntAtomtrace,Source
2329,Ga,31,1,403.32,,48500000.0,0.0,3.073,2.0,2.0,2741873.2044580784,atomtrace
2330,Ga,31,1,417.2,,94500000.0,0.102,3.073,4.0,2.0,5342412.738583266,atomtrace
2331,Ge,32,1,265.14,,200000000.0,0.175,4.85,5.0,5.0,3595064.9648915245,atomtrace
2332,Ge,32,1,270.98,,280000000.0,0.069,4.643,3.0,1.0,1279935.8935426525,atomtrace
2333,Ge,32,1,303.92,,280000000.0,0.883,4.962,5.0,3.0,2651798.3362112287,atomtrace
2334,Ge,32,1,422.68,,21000000.0,2.029,4.962,1.0,3.0,198884.87521584216,atomtrace
2335,Ge,32,1,468.6,,9500000.0,2.029,4.674,1.0,3.0,125675.8204738646,atomtrace
2336,As,33,1,234.98,,1290000000.0,1.313,6.588,,,,atomtrace
2337,As,33,1,278.02,,1490000000.0,2.3122,6.7707,,,,atomtrace
2338,As,33,1,286.04,,1660000000.0,2.255,6.5884,,,,atomtrace
2339,Br,35,1,827.2,,,,,,,,atomtrace
2340,Rb,37,1,780.03,,38100000.0,17.8483,19.4526,5.0,7.0,0.041912227646276876,atomtrace
2341,Sr,38,2,407.78,,141000000.0,0.0,3.04,2.0,4.0,16564792.90967443,atomtrace
2342,Sr,38,2,421.55,,126000000.0,0.0,2.94,2.0,2.0,8311994.490649472,atomtrace
2343,Y,39,2,371.03,,155000000.0,0.18,3.521,,,,atomtrace
2344,Y,39,1,398.8,,8602000.0,1.408,4.517,4.0,6.0,273075.10065635573,atomtrace
2345,Y,39,1,467.49,,13229000.0,2.374,5.023,6.0,6.0,233451.57974369286,atomtrace
2346,Zr,40,1,362.39,,38100000.0,0.0,3.491,0.0,7.0,4641259.470933258,atomtrace
2347,Zr,40,1,397.76,,13500000.0,0.0,4.116,0.0,7.0,796266.4120349467,atomtrace
2348,Zr,40,1,410.76,,47600000.0,0.0,4.5,0.0,5.0,1284328.13567471,atomtrace
2349,Zr,40,1,419.91,,23400000.0,0.0,3.585,0.0,5.0,1825680.4429633676,atomtrace
2350,Zr,40,1,436.65,,41600000.0,0.0,4.205,0.0,7.0,2212910.847644773,atomtrace
2351,Zr,40,1,450.72,,24400000.0,0.0,3.293,0.0,5.0,2671531.5392686646,atomtrace
2352,Zr,40,1,468.79,,82800000.0,0.0,3.374,0.0,13.0,21456157.418265868,atomtrace
2353,Zr,40,1,471.01,,64000000.0,0.0,3.319,0.0,11.0,14957868.345897462,atomtrace
2354,Zr,40,1,473.25,,13800000.0,0.0,3.252,0.0,7.0,2218404.30356128,atomtrace
2355,Zr,40,1,477.25,,45900000.0,0.0,3.22,0.0,7.0,7657757.228520293,atomtrace
2356,Zr,40,1,480.59,,12200000.0,0.0,3.266,0.0,9.0,2480905.4942286983,atomtrace
2357,Zr,40,1,482.82,,9360000.0,0.0,3.19,0.0,7.0,1616903.4841342485,atomtrace
2358,Zr,40,1,507.03,,9600000.0,0.0,4.303,0.0,11.0,716220.2933332393,atomtrace
2359,Nb,41,1,405.89,,128280000.0,0.13,3.184,10.0,12.0,38253772.7314776,atomtrace
2360,Mo,42,1,384.4,,3490000.0,2.597,5.822,,,,atomtrace
2361,Mo,42,1,386.41,,62300000.0,0.0,3.208,,,,atomtrace
2362,Mo,42,1,550.6,,36100000.0,1.335,3.586,,,,atomtrace
2363,Tc,43,1,429.71,,42000000.0,0.0,2.8845,6.0,8.0,11819926.11447827,atomtrace
2364,Ru,44,1,290.89,,116600000.0,0.385,4.646,3.0,1.0,531149.5322597745,atomtrace
2365,Rh,45,1,339.68,,64864000.0,0.0,3.649,10.0,10.0,9396974.258344984,atomtrace
2366,Rh,45,1,343.49,,132780000.0,0.0,3.609,10.0,12.0,24180058.10620379,atomtrace
2367,Pd,46,1,340.46,,133590000.0,0.814,4.454,7.0,9.0,6843818.549353572,atomtrace
2368,Pd,46,1,351.69,,103440000.0,0.961,4.486,5.0,3.0,1702019.3692830028,atomtrace
2369,Ag,47,1,328.08,,140000000.0,0.0,3.778,2.0,4.0,6984883.65010313,atomtrace
2370,Ag,47,1,338.31,,130000000.0,0.0,3.664,2.0,2.0,3701672.4633961027,atomtrace
2371,Ag,47,1,520.93,,75000000.0,3.664,6.043,2.0,4.0,270135.8688498762,atomtrace
2372,Ag,47,1,546.57,,86000000.0,3.778,6.046,4.0,6.0,463018.95120896446,atomtrace
2373,Cd,48,1,228.8,,530000000.0,0.0,5.417,1.0,3.0,2960386.0296077454,atomtrace
2374,Cd,48,1,326.1,,406000.0,0.0,3.801,1.0,3.0,14792.001554567601,atomtrace
2375,Cd,48,1,361.05,,130000000.0,3.946,7.379,5.0,7.0,173855.24419892766,atomtrace
2376,Cd,48,1,508.56,,56000000.0,3.946,6.383,5.0,3.0,101957.168031866,atomtrace
2377,In,49,1,451.13,,89000000.0,0.2743,3.0219,4.0,2.0,5338864.648805606,atomtrace
2378,Sn,50,1,284.0,,170000000.0,0.425,4.789,5.0,5.0,3279958.3272402342,atomtrace
2379,Sn,50,1,284.02,,170000000.0,0.425,4.789,5.0,5.0,3279958.3272402342,atomtrace
2380,Sn,50,1,286.35,,54000000.0,0.0,4.329,1.0,3.0,1066091.0335437702,atomtrace
2381,Sn,50,1,303.43,,200000000.0,0.21,4.295,3.0,1.0,1369129.4855373818,atomtrace
2382,Sn,50,1,317.52,,100000000.0,0.425,4.329,5.0,3.0,1974242.6547106856,atomtrace
2383,Sn,50,1,326.25,,270000000.0,1.068,4.867,5.0,3.0,2855118.484738107,atomtrace
2384,Sn,50,1,380.12,,28000000.0,1.068,4.329,5.0,3.0,552787.9433189919,atomtrace
2385,Sb,51,1,259.8,,21000000.0,1.055,5.826,4.0,2.0,48648.95476064582,atomtrace
2386,Sb,51,1,323.25,,30700000.0,2.289,6.124,4.0,4.0,100655.41615987381,atomtrace
2387,Te,52,1,238.34,,40400000.0,0.584,5.784,1.0,3.0,147398.79013495083,atomtrace
2388,Te,52,1,238.59,,80800000.0,0.589,5.784,3.0,3.0,294797.58026990166,atomtrace
2389,Te,52,1,253.08,,1090000.0,0.589,5.487,3.0,5.0,9355.548717509713,atomtrace
2390,I,53,1,393.36,,,,,,,,atomtrace
2391,I,53,1,746.9,,1.0,8.142,9.8016,8.0,10.0,0.00011487071428151216,atomtrace
2392,Cs,55,1,852.11,,32591000.0,0.0,1.455,2.0,4.0,24091825.031398576,atomtrace
2393,Ba,56,1,389.19,,217000000.0,2.512,5.697,2.0,4.0,1167769.4497028452,atomtrace
2394,Ba,56,2,413.07,,218000000.0,2.722,5.722,4.0,6.0,1709407.7886144135,atomtrace
2395,Ba,56,2,455.39,,111000000.0,0.0,2.722,2.0,4.0,18860572.794613082,atomtrace
2396,Ba,56,2,490.0,,104000000.0,2.722,5.251,4.0,2.0,469542.49489968794,atomtrace
2397,Ba,56,1,553.55,,119000000.0,0.0,2.239,1.0,3.0,26562044.12672765,atomtrace
2398,La,57,1,394.91,,122000000.0,0.403,3.542,,,,atomtrace
2399,La,57,2,333.75,,111770000.0,0.403,4.117,7.0,5.0,4703464.446589583,atomtrace
2400,La,57,2,338.09,,133710000.0,0.321,3.987,5.0,3.0,3925770.368479728,atomtrace
2401,Ce,58,2,394.28,,168050000.0,0.857,4.001,14.0,16.0,25890626.32852773,atomtrace
2402,Ce,58,2,457.23,,15163000.0,1.482,4.192,8.0,10.0,1169794.017308821,atomtrace
2403,Ce,58,1,560.13,,46787000.0,0.844,3.057,17.0,17.0,22904108.971758712,atomtrace
2404,Ce,58,1,569.7,,35843000.0,0.659,2.835,15.0,17.0,22702603.726156995,atomtrace
2405,Pr,59,2,391.89,,10525000.0,0.971,4.126,9.0,11.0,964276.5336482478,atomtrace
2406,Pr,59,2,410.07,,83114000.0,0.55,3.573,17.0,19.0,24987017.58237177,atomtrace
2407,Pr,59,2,417.94,,51979000.0,0.204,3.17,13.0,15.0,19692866.96529563,atomtrace
2408,Pr,59,1,495.14,,84081000.0,0.0,2.503,10.0,10.0,46051200.50843948,atomtrace
2409,Nd,60,2,423.24,,15552000.0,0.064,2.992,10.0,12.0,5795158.838931799,atomtrace
2410,Nd,60,2,430.36,,44000000.0,0.0,2.8802,8.0,10.0,15555904.427738817,atomtrace
2411,Nd,60,1,488.38,,88000000.0,0.6259,3.1639,17.0,19.0,42530482.211807296,atomtrace
2412,Nd,60,1,489.69,,59000000.0,0.1399,2.671,11.0,13.0,34567673.35519415,atomtrace
2413,Sm,62,2,392.24,,21128000.0,0.378,3.539,12.0,12.0,4173126.2477886043,atomtrace
2414,Sm,62,1,476.03,,13000000.0,0.1007,2.7045,5.0,5.0,2817765.7078943173,atomtrace
2415,Sm,62,1,491.04,,55057000.0,0.282,2.806,9.0,7.0,14850748.393344067,atomtrace
2416,Sm,62,1,551.61,,9519900.0,0.282,2.529,9.0,9.0,4553177.238924272,atomtrace
2417,Eu,63,2,397.2,,89000000.0,0.207,3.3276,7.0,9.0,16849823.36666608,atomtrace
2418,Eu,63,2,443.56,,31000000.0,0.207,3.0014,7.0,9.0,8569681.09054247,atomtrace
2419,Eu,63,1,462.72,,153000000.0,0.0,2.6787,8.0,8.0,54673335.84800686,atomtrace
2420,Eu,63,1,466.19,,145000000.0,0.0,2.6588,8.0,6.0,39768807.6044875,atomtrace
2421,Gd,64,2,367.12,,19291000.0,0.079,3.455,10.0,12.0,4200413.325001394,atomtrace
2422,Gd,64,2,409.86,,58176000.0,0.819,3.843,16.0,14.0,9420728.172330776,atomtrace
2423,Gd,64,1,419.08,,30242000.0,0.124,3.082,11.0,13.0,10997492.95719805,atomtrace
2424,Tb,65,2,384.87,,54300000.0,0.0,3.2205,17.0,17.0,21988096.299773842,atomtrace
2425,Dy,66,2,353.17,,156000000.0,0.0,3.5096,18.0,20.0,53136560.10885849,atomtrace
2426,Er,68,2,349.91,,75000000.0,0.0546,3.5969,12.0,10.0,11542578.23581883,atomtrace
2427,Tm,69,1,388.31,,106000000.0,0.0,3.192,8.0,6.0,15658832.111326203,atomtrace
2428,Yb,70,2,328.94,,162000000.0,0.0,3.7682,2.0,4.0,8174950.647325942,atomtrace
2429,Yb,70,2,369.42,,123000000.0,0.0,3.355,2.0,2.0,5012898.909310955,atomtrace
2430,Yb,70,1,398.8,,192000000.0,0.0,3.1081,1.0,3.0,15631781.972799955,atomtrace
2431,Lu,71,2,291.14,,242000000.0,1.7605,6.0178,7.0,9.0,2019384.972368192,atomtrace
2432,Hf,72,1,368.24,,26000000.0,0.0,3.366,5.0,5.0,2615492.228730702,atomtrace
2433,Hf,72,1,417.46,,4600000.0,0.292,3.262,7.0,7.0,730936.5254382434,atomtrace
2434,Ta,73,2,240.06,,3796900000.0,0.767,5.93,11.0,13.0,50673747.57649185,atomtrace
2435,Ta,73,1,468.21,,1500000.0,0.249,2.897,6.0,6.0,312045.74785531766,atomtrace
2436,W,74,2,259.87,,31900000.0,1.08,5.85,4.0,4.0,143740.59092735033,atomtrace
2437,W,74,1,429.46,,12400000.0,0.3659,3.2521,7.0,5.0,1423655.3495172847,atomtrace
2438,W,74,2,434.81,,5060000.0,1.6333,4.4839,2.0,2.0,55640.82974818041,atomtrace
2439,W,74,1,505.33,,1900000.0,0.2071,2.6599,3.0,3.0,260221.87206901188,atomtrace
2440,Re,75,1,346.05,,31827000.0,0.0,3.582,6.0,6.0,2990183.1515000584,atomtrace
2441,Re,75,1,451.33,,252390000.0,2.535,5.282,8.0,8.0,4396938.398675096,atomtrace
2442,Re,75,1,488.91,,1155000.0,0.0,2.535,6.0,8.0,487627.0213102461,atomtrace
2443,Re,75,1,527.56,,303010.0,0.0,2.35,6.0,6.0,118921.37788119743,atomtrace
2444,Pt,78,1,274.76,,,,,,,,atomtrace
2445,Pt,78,1,396.63,,,,,,,,atomtrace
2446,Au,79,1,242.8,,199000000.0,0.0,5.105,2.0,4.0,2128655.7033683024,atomtrace
2447,Au,79,1,267.59,,164000000.0,0.0,4.632,2.0,2.0,1518615.3610692718,atomtrace
2448,Au,79,1,312.29,,0.0,0.0,5.105,0.0,0.0,0.0,atomtrace
2449,Hg,80,1,253.65,,8000000.0,0.0,4.886,1.0,3.0,82751.29078203547,atomtrace
2450,Hg,80,1,435.83,,55700000.0,4.886,7.73,3.0,3.0,21243.524798307055,atomtrace
2451,Tl,81,1,535.05,,106250000.0,0.966,3.283,4.0,2.0,4707596.045055506,atomtrace
2452,Pb,82,1,368.37,,150000000.0,0.969,4.334,3.0,1.0,981410.3759650367,atomtrace
2453,Pb,82,1,405.81,,89000000.0,1.32,4.375,5.0,3.0,1665741.2856167406,atomtrace
2454,Bi,83,1,293.83,,123000000.0,1.914,6.1324,6.0,4.0,399365.430908258,atomtrace
2455,Bi,83,1,298.9,,54000000.0,1.4158,5.5626,4.0,4.0,339645.4315080312,atomtrace
2456,Bi,83,1,302.46,,86000000.0,1.914,6.012,6.0,6.0,481652.72157668514,atomtrace
2457,Bi,83,1,306.77,,167000000.0,0.0,4.0404,4.0,2.0,3072371.9483202966,atomtrace
2458,Th,90,2,411.67,,11941000.0,0.765,3.776,8.0,10.0,1492862.481835219,atomtrace
2459,Th,90,2,438.19,,11530000.0,0.831,3.659,10.0,10.0,1651101.7493540132,atomtrace
2460,Th,90,2,439.11,,6470000.0,0.557,3.379,6.0,8.0,1025776.2403112903,atomtrace
2461,U,92,2,367.01,,27709000.0,0.113,3.481,10.0,12.0,5854026.868182924,atomtrace
2462,U,92,2,409.01,,12000000.0,0.217,3.248,14.0,14.0,3876044.6062410674,atomtrace
2463,U,92,2,454.36,,1734400.0,0.113,2.841,10.0,12.0,770067.9311742224,atomtrace
