x_shift,intercept,x,x^2,x^3,degree,laser energy,gate delay
600.0,950.0289517984544,-3.4697857702783352,-0.0077528966429854206,2.5879744255956436e-05,3,5,200
600.0,998.6215686056812,-3.9085868281107907,-0.008203656157259135,2.811270927724577e-05,3,5,200
600.0,1110.1878137310325,-4.264828945564385,-0.008797365613811874,3.15927698787786e-05,3,5,200
600.0,917.1382370141872,-3.6192317855157743,-0.007249058676268967,2.6133793085260888e-05,3,5,200
600.0,1064.4041054695083,-4.0759039810984286,-0.008402952676024346,3.323594483100251e-05,3,5,200
600.0,1076.6457527213674,-4.251913034475399,-0.008600386318441323,3.0207933391113977e-05,3,5,200
600.0,883.2330121536911,-4.395384228558085,-0.006837943972890692,3.3206033055984545e-05,3,5,200
600.0,980.0803600591703,-3.845383718601501,-0.007399038172668537,2.888197199284784e-05,3,5,200
600.0,1035.0425646853932,-3.8196207623022493,-0.007790052545581138,2.804139744433189e-05,3,5,200
600.0,1158.248677597201,-4.804621401288929,-0.008679301497685877,3.528029835080064e-05,3,5,200
600.0,1054.898746964496,-4.49963655094639,-0.007854572615321463,3.2681584558526104e-05,3,5,200
600.0,1174.4616301215963,-4.8500723272899045,-0.010066918759809309,3.6116454678709096e-05,3,5,200
600.0,1071.7809966017583,-3.087000988157311,-0.008340930418650704,2.3873034125616002e-05,3,5,200
600.0,1074.8093574478032,-4.756101520634077,-0.007613076486922302,3.4136904861428556e-05,3,5,200
600.0,1038.6565963751573,-3.5526567249870986,-0.008734255774510341,2.9177352403927137e-05,3,5,200
600.0,1067.7604489159755,-4.655393116696461,-0.008347339318603856,3.4997629889688826e-05,3,5,200
600.0,1165.6955823727185,-4.232296056661966,-0.008962224664910144,3.066281001867102e-05,3,5,200
600.0,1027.169950207433,-3.029998679444331,-0.00792576394629085,2.2542618514871934e-05,3,5,200
600.0,1029.5233304385347,-3.341768426688688,-0.007629310520111957,2.529979633871537e-05,3,5,200
600.0,872.2652782273907,-3.465793210592684,-0.006821739108979029,2.539194440060747e-05,3,5,200
600.0,2725.888314730083,-7.916873282459778,-0.01756312752298594,5.5671815838900244e-05,3,5,200
600.0,966.3807008080995,-2.965686144996851,-0.007677460894111466,2.268711348581069e-05,3,5,200
600.0,1034.2388309630096,-4.451748661707528,-0.009126320727002033,3.4657808022032486e-05,3,5,200
600.0,1053.479055907287,-4.537600381457576,-0.007447427921576475,2.9385653598726323e-05,3,5,200
600.0,1013.7358824635967,-4.511348488262353,-0.008218909819191647,3.184790265800721e-05,3,5,200
600.0,998.6175270720454,-4.113406517078779,-0.007402170894236711,2.7825476665515824e-05,3,5,200
600.0,1071.533569788977,-4.409680632727879,-0.00847123893378502,3.2740858045030015e-05,3,5,200
600.0,1070.8067174774546,-4.9232535851649395,-0.007985925011824421,3.526905287816007e-05,3,5,200
600.0,904.5008295007683,-4.098132010491985,-0.0073797551144957245,3.2453125652503867e-05,3,5,200
600.0,1005.605915320728,-3.8259526032604154,-0.008081152743182217,2.9359047952996545e-05,3,5,200
600.0,2686.4333819384588,-7.894872258703223,-0.01832803295022867,5.556341664287562e-05,3,5,200
600.0,928.1734297023237,-4.292497448467836,-0.007558237223181528,3.0142977272572542e-05,3,5,200
600.0,975.1491967301408,-5.899024786416761,-0.00819287819818417,4.426275625879659e-05,3,5,200
600.0,929.9078647514498,-4.518282620127156,-0.006700189616058252,3.2376337600714904e-05,3,5,200
600.0,1032.585803012917,-5.588585657229585,-0.00897142626513923,3.982441797693471e-05,3,5,200
600.0,990.6587795876849,-4.079247914010082,-0.00750671536859793,2.8442120964619828e-05,3,5,200
600.0,1026.8910650343535,-2.862494831692661,-0.008818703677700396,2.0712028672871326e-05,3,5,200
600.0,995.1825359388913,-3.9156931343164922,-0.007417715647973738,2.8141535086722286e-05,3,5,200
600.0,960.4071641971758,-3.6600587050112816,-0.0068014804912249465,2.401624484110442e-05,3,5,200
600.0,1053.6813723197092,-4.299551986392113,-0.008362203516357187,3.072673867217895e-05,3,5,200
600.0,950.2030839974681,-3.970044832972616,-0.0073022149844120515,2.8857283441006738e-05,3,5,200
600.0,1001.2152021266205,-4.446554714301251,-0.006411356516383818,3.2036256930966895e-05,3,5,200
600.0,1106.2679840415433,-4.278105092718446,-0.008422158979275679,3.252761687763524e-05,3,5,200
600.0,867.9136786824954,-3.696715915861941,-0.007011858916177634,2.899380825484504e-05,3,5,200
600.0,1013.5706534594939,-4.981374193418421,-0.0073565024011650985,3.5988054755820105e-05,3,5,200
600.0,869.3414705253437,-4.1805963533704285,-0.006542530865566203,3.048384694785968e-05,3,5,200
600.0,1008.2383605358677,-4.3802701897019904,-0.007771199047709332,3.29150950371012e-05,3,5,200
600.0,1180.118297848292,-3.9589894792089027,-0.008676952885650405,2.8196707194005317e-05,3,5,200
600.0,1130.374412950801,-4.7699205012897306,-0.008483641442611116,3.3862074781964125e-05,3,5,200
600.0,0.0,0.0,0.0,0.0,0,5,200
600.0,2715.4285782368893,-8.068164354355643,-0.017927851828168084,5.688065855732778e-05,3,5,200
600.0,986.1236377831286,-4.724063377009883,-0.007906890793067068,3.4606753004637235e-05,3,5,200
600.0,945.9640449622349,-4.167924639587562,-0.008577174092089976,3.066988935554339e-05,3,5,200
600.0,984.8852122871135,-3.8812603769045113,-0.007868744462946047,2.8042772973255675e-05,3,5,200
600.0,1016.376136782786,-4.827712938467293,-0.007854658409547428,3.4770193727654186e-05,3,5,200
600.0,1000.4210318427748,-4.421523419067312,-0.007584849395760427,3.0592586392274786e-05,3,5,200
600.0,1067.7918070161227,-4.5590413623475925,-0.008922216081192553,3.267906024962636e-05,3,5,200
600.0,931.5858978731692,-3.8380270670823418,-0.007479543711040995,2.6526601485976585e-05,3,5,200
600.0,934.2768014209186,-4.0130745484203025,-0.0067847769343937405,2.9059925225014483e-05,3,5,200
600.0,984.2595161191913,-4.049895936879134,-0.007347736424491068,2.962531777731765e-05,3,5,200
600.0,2664.9295064913176,-6.797859012890499,-0.01771935262116302,4.618374623002348e-05,3,5,200
600.0,1092.7061976579407,-4.690121660562373,-0.008051945632288096,3.5380441514734864e-05,3,5,200
600.0,921.9806550902694,-3.7584398826109866,-0.0062188391270901035,2.6974493397351295e-05,3,5,200
600.0,836.3418142159021,-4.327849832108584,-0.004984554512634102,2.9705974821851246e-05,3,5,200
600.0,964.8832945470855,-3.877402111954422,-0.006844430875225542,2.7552423518433634e-05,3,5,200
600.0,1074.0589131848244,-4.75734871632846,-0.007841327292399006,3.4746691619449885e-05,3,5,200
600.0,998.9682565706886,-4.582976111769964,-0.008037676975886171,3.463433527051366e-05,3,5,200
600.0,1091.4221184717471,-3.4398766687187945,-0.0083852898345934,2.6525427611407096e-05,3,5,200
600.0,952.7880282803771,-3.9401494585957937,-0.007016791134694226,2.832893748006648e-05,3,5,200
600.0,864.2315404328307,-3.2510506750818986,-0.007343789513232166,2.1049678579068005e-05,3,5,200
600.0,2588.8958871036666,-6.972209889632857,-0.016802910018510458,4.839182020873199e-05,3,5,200
600.0,1012.0636659735119,-4.83456724846451,-0.006967965508947258,3.564168746260802e-05,3,5,200
600.0,0.0,0.0,0.0,0.0,0,5,200
600.0,1026.7622422349339,-4.7755733793657775,-0.006868267044124514,3.225073812413835e-05,3,5,200
600.0,906.9778411409595,-4.137278673678741,-0.006805344286894889,2.9589033235406344e-05,3,5,200
600.0,873.1657165858156,-3.444837123190294,-0.006759650407610151,2.5983086621953783e-05,3,5,200
600.0,933.3390649875744,-4.31906032378292,-0.006227109486846849,2.8958562049597127e-05,3,5,200
600.0,952.1349095363653,-4.596864627141774,-0.007180600493592667,3.276824594409836e-05,3,5,200
600.0,1031.401218127846,-4.434281947578827,-0.007002805149646509,3.0667492910422185e-05,3,5,200
600.0,1041.3056423077255,-4.877348127362088,-0.007898255423870171,3.6006623446605506e-05,3,5,200
600.0,2572.3049844177117,-7.795673865443964,-0.016097407231155964,5.342597153500334e-05,3,5,200
600.0,932.7663463139876,-3.4343514713237653,-0.00706851314213931,2.3072522565540494e-05,3,5,200
600.0,0.0,0.0,0.0,0.0,0,5,200
600.0,1141.4008380221746,-5.449672800065926,-0.007520487329294799,3.6390041559602814e-05,3,5,200
600.0,1048.58632944756,-4.076616774622104,-0.007082460752647975,2.7355665309325967e-05,3,5,200
600.0,1219.031815570293,-4.837409171769339,-0.009349543951148682,3.297848198124509e-05,3,5,200
600.0,939.6165778164022,-3.396723495806221,-0.007618527270594525,2.622906134047126e-05,3,5,200
600.0,988.1460583742407,-4.40417951140342,-0.007983153664743642,3.048146112966952e-05,3,5,200
600.0,981.7312525535464,-4.104111245894056,-0.00713658512345277,2.8164428182606487e-05,3,5,200
600.0,979.9329800813873,-4.698085783376769,-0.007927491562843399,3.405663708934909e-05,3,5,200
600.0,1053.6175139868171,-3.576287282335449,-0.007984480717601284,2.486834155183842e-05,3,5,200
600.0,1028.4259598963022,-4.157412280469371,-0.0070731952721119476,2.6095761824868807e-05,3,5,200
600.0,1132.9915215318704,-4.28155248399292,-0.009141405037036367,3.16425985972603e-05,3,5,200
600.0,1073.5586690807156,-5.063633628101709,-0.008803675910370165,3.81389733941471e-05,3,5,200
600.0,1043.6232511849873,-4.569938968976338,-0.008449021589487014,3.1654890460715715e-05,3,5,200
600.0,919.3640457022433,-3.29173120262508,-0.00702695200413873,2.3346370086274112e-05,3,5,200
600.0,1054.5979478595646,-4.176088822249588,-0.007732983351302436,2.913727876264166e-05,3,5,200
600.0,805.1483027139176,-3.590684884644341,-0.0055250764161038106,2.455306122356131e-05,3,5,200
600.0,1037.4468706768996,-4.382567607719764,-0.006752183561876776,3.184685799769354e-05,3,5,200
600.0,1119.4500067949755,-5.157631427020989,-0.008390550460296338,3.7603014633618054e-05,3,5,200
600.0,722.9486601693932,-2.334956981542073,-0.005901248163286906,1.5636017024875576e-05,3,5,500
600.0,561.9204618859706,-2.571401722143058,-0.003575511612992106,1.7528623512073165e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,515.0623498202162,-2.982305441064956,-0.00399268470058732,2.1863831250658537e-05,3,5,500
600.0,678.6560878032567,-2.4292044497323673,-0.00558692722417366,1.7088077074044924e-05,3,5,500
600.0,676.9262260223851,-2.2023262976313642,-0.004461888678118072,1.4128865576579329e-05,3,5,500
600.0,618.5518575880245,-3.1338044681394073,-0.004928959284852561,2.0989129390489973e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,614.3732669165167,-3.2819353929514077,-0.004013275063040353,2.2252461060084967e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,654.6070269988912,-2.5261876937160554,-0.0051670412307929,1.7541744264600234e-05,3,5,500
600.0,625.3036950928905,-2.6265177349342883,-0.005815219577401682,1.708608085804132e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,705.075600729604,-2.89417771198228,-0.005034607738456574,1.91591954626974e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,634.6644044119316,-3.1130300901317103,-0.005676721489141634,2.3209153157743596e-05,3,5,500
600.0,652.7741613654557,-3.2841712262613965,-0.004540479413289007,2.2941173027845072e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,560.0688075853292,-2.438523221729978,-0.005310290851409739,1.6415941971283077e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,583.7472066217417,-2.6226979570491444,-0.004908174317661574,1.9570970029188322e-05,3,5,500
600.0,596.8409965613828,-2.54968529008023,-0.004522602887921943,1.7660695689538024e-05,3,5,500
600.0,591.524620327484,-1.4253320476741327,-0.005043491556423569,9.858749281544738e-06,3,5,500
600.0,675.1222779690454,-2.2647468441049656,-0.005602545755714931,1.5069360843224207e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,563.7603655899509,-3.1661251154754098,-0.004195819303602278,2.2992466419201526e-05,3,5,500
600.0,578.7271229429441,-1.8739216784262807,-0.004203935162750292,1.418220146315908e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,509.9718209196199,-3.6522645506780953,-0.004017496847440698,2.589931350470594e-05,3,5,500
600.0,505.6600653663792,-2.485918993593024,-0.0045012416324825685,1.9210461312083392e-05,3,5,500
600.0,590.319458150372,-1.5000222950500666,-0.005023258970471841,9.845658895614473e-06,3,5,500
600.0,557.7080570626947,-2.9696041336084926,-0.004751076048835401,2.249929147402933e-05,3,5,500
600.0,620.6541006866564,-2.4499441086885194,-0.0058661355758312175,1.8708297672679398e-05,3,5,500
600.0,553.8988814580681,-2.061041835795182,-0.005529260605461943,1.351660545371625e-05,3,5,500
600.0,519.7506468688545,-1.574738314114438,-0.004639590627237242,1.2298349126876726e-05,3,5,500
600.0,658.8112289944668,-2.4727118691433585,-0.005298111385378487,1.647881983077809e-05,3,5,500
600.0,564.0042030804932,-2.633017235103656,-0.004920231616323604,1.8400537162286846e-05,3,5,500
600.0,547.9575316643244,-2.9986337747836944,-0.004370263195280822,2.051498526982779e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,649.8956084403494,-2.4396224371832926,-0.005980014030790707,1.8849464115213836e-05,3,5,500
600.0,622.3298386118854,-2.8253320962624073,-0.005153964131553892,1.8033177200937617e-05,3,5,500
600.0,559.1521815645234,-1.836430835724805,-0.004220270882393746,1.3925349574641516e-05,3,5,500
600.0,607.3017579797462,-2.033688350869367,-0.0049293272751519705,1.3268561995940972e-05,3,5,500
600.0,559.9647356719556,-2.6844762127724358,-0.0052796090021719816,2.0790889752002987e-05,3,5,500
600.0,569.7495596706399,-2.2661818536409495,-0.00472080889803372,1.6012248827972267e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,595.60411929109,-2.090821927446932,-0.004855500958196465,1.4194588759469622e-05,3,5,500
600.0,706.5711646537736,-3.5732383922007136,-0.006490567959036603,2.4912475907432685e-05,3,5,500
600.0,515.2858059232462,-2.7029930264678703,-0.004458730073391096,1.9406691044471287e-05,3,5,500
600.0,480.662840574093,-2.1572993377240164,-0.004437908669056322,1.5014457380665457e-05,3,5,500
600.0,534.7332128108626,-1.9740852992238893,-0.003137273667315701,1.2842833435652759e-05,3,5,500
600.0,477.39948796871226,-2.1462096820966017,-0.004536835860055667,1.6854586825627653e-05,3,5,500
600.0,666.0199821861561,-3.047044705810647,-0.0061286434254120645,2.282938057870107e-05,3,5,500
600.0,713.5895490770594,-3.093884218622318,-0.005759706585650072,2.1042188313799155e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,538.9764213858748,-2.57726252195548,-0.005433227374853131,1.8562782830627463e-05,3,5,500
600.0,465.3458559359625,-2.402074141026131,-0.003915863144782792,1.6594665830094534e-05,3,5,500
600.0,570.3362471594917,-2.300567895919353,-0.005950530481889091,1.7688544899051096e-05,3,5,500
600.0,656.1467994798547,-2.387900248982783,-0.006079039711071911,1.9378892759571788e-05,3,5,500
600.0,629.6793674751733,-2.515924307388236,-0.00487650328746544,1.874797382129345e-05,3,5,500
600.0,492.28508237186156,-2.503173828229361,-0.005579538668667458,1.8799956521864825e-05,3,5,500
600.0,452.7152072146269,-2.1116490489123483,-0.0047670045680502995,1.7212380210276105e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,625.1048889872192,-1.7170533400518315,-0.005547079044446287,1.2601170590113294e-05,3,5,500
600.0,590.9188701395146,-3.028365600707623,-0.005438288751812407,2.2598072671872758e-05,3,5,500
600.0,589.2468709919863,-2.914104122175615,-0.00432024238179835,1.9488876043326487e-05,3,5,500
600.0,480.6256519943802,-1.425725154721504,-0.003967853289810624,9.572322922437775e-06,3,5,500
600.0,507.29123257228184,-1.9983188490661747,-0.004894454055955922,1.6310291785128717e-05,3,5,500
600.0,364.12636717890706,-2.076589037802444,-0.002605734245163152,1.4727145080097509e-05,3,5,500
600.0,440.3954717955743,-2.2614930985810564,-0.0044587251029960875,1.8345067453906706e-05,3,5,500
600.0,605.1341147055023,-2.653064496750465,-0.004309875133511993,1.8854429694311e-05,3,5,500
600.0,324.9487619361071,-2.7320502032654947,-0.0025414772108343173,1.8836486743926273e-05,3,5,500
600.0,594.0521967450995,-2.9428841244342645,-0.0033031104308801624,1.9075388884828646e-05,3,5,500
600.0,662.2739099408375,-3.0208684804808406,-0.005124080004770118,2.2656807957374237e-05,3,5,500
600.0,497.9549375849613,-1.666593427787645,-0.004734486852750191,1.2151013753725151e-05,3,5,500
600.0,0.0,0.0,0.0,0.0,0,5,500
600.0,563.5438938410348,-3.2480577817761245,-0.004769622987997673,2.3519269377496393e-05,3,5,500
600.0,687.295839981216,-2.1102590053425727,-0.006080389534130084,1.5429119263160465e-05,3,5,500
600.0,649.9054847154822,-2.9444443024939515,-0.005871966595492795,2.315678224839119e-05,3,5,500
600.0,376.24021229734393,-1.9951266579320108,-0.003075098155156095,1.3773712388287343e-05,3,5,500
600.0,470.0299189627418,-2.3875624980867993,-0.004019372698433657,1.7395926283406923e-05,3,5,500
600.0,521.1768598859263,-2.899775565010569,-0.004920286436557947,2.245213623951611e-05,3,5,500
600.0,561.0425013455103,-2.942627581025054,-0.005190395031637627,2.2852005365856164e-05,3,5,500
600.0,436.3220251510706,-1.8787338223707786,-0.003856880965052262,1.3796881295795834e-05,3,5,500
600.0,531.9805620432332,-2.0642831807766315,-0.004365586643873422,1.4397311642688802e-05,3,5,500
600.0,517.6748023327476,-1.9382273833328632,-0.0044216590979857875,1.2867471550167392e-05,3,5,500
600.0,613.635635686924,-3.2883686185867367,-0.003980305711685891,2.3102727110066963e-05,3,5,500
600.0,554.6065636099822,-2.0250151307616227,-0.004427765721915244,1.4808241726919366e-05,3,5,500
600.0,587.8353633410532,-2.2520663898088507,-0.00639296243884759,1.573310876066149e-05,3,5,500
600.0,525.6478456966832,-1.9249394743946264,-0.005085867774071197,1.4694283577098717e-05,3,5,500
600.0,626.044243047277,-2.934164683227583,-0.005043129808170708,2.1086329076578766e-05,3,5,500
600.0,601.7791225229312,-1.7507766587449016,-0.004535289123411084,1.2496040410445256e-05,3,5,500
600.0,600.2461650652145,-2.058567002937614,-0.005539238352481458,1.5220185440106967e-05,3,5,500
600.0,598.3948612795929,-2.8273871591010242,-0.00501015733733757,2.0782793536852868e-05,3,5,500
600.0,746.4482194766599,-2.537533866192968,-0.006690032886653466,1.8008938902432612e-05,3,5,500
600.0,484.0187741919934,-2.8278347441097598,-0.003689768731230919,1.8086478948239487e-05,3,5,500
600.0,470.5681160504113,-2.612116243252439,-0.003904223413645449,1.8230518148481617e-05,3,5,500
600.0,0,0,0,0,0,5,1000
600.0,0,0,0,0,0,5,1000
600.0,0,0,0,0,0,5,1000
